Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Year,Month,Quarter,profit margin
12/8/2030,Tablet,Electronics,South,3,3393,313.45,2030,August,Q3,0.092381373
13-08-2030,Camera,Electronics,North,3,1209,320.61,2030,August,Q3,0.265186104
14-08-2030,Keyboard,Accessories,East,8,5784,1276.57,2030,August,Q3,0.220707123
15-08-2030,Laptop,Electronics,West,9,3078,285.05,2030,August,Q3,0.092608837
16-08-2030,Printer,Office,South,4,2464,602.3,2030,August,Q3,0.244439935
17-08-2030,Camera,Electronics,West,5,2445,146.6,2030,August,Q3,0.0599591
18-08-2030,Keyboard,Accessories,North,8,5312,841.13,2030,August,Q3,0.158345256
19-08-2030,Keyboard,Accessories,South,1,657,101.85,2030,August,Q3,0.155022831
20-08-2030,Keyboard,Accessories,South,3,2580,173.89,2030,August,Q3,0.067399225
21-08-2030,Laptop,Electronics,East,8,4624,893.74,2030,August,Q3,0.193282872
22-08-2030,Smartwatch,Electronics,North,2,1258,146.7,2030,August,Q3,0.116613672
23-08-2030,Camera,Electronics,East,7,6468,398.23,2030,August,Q3,0.061569264
24-08-2030,Monitor,Accessories,West,3,1359,152.85,2030,August,Q3,0.112472406
25-08-2030,Laptop,Electronics,North,1,104,18.67,2030,August,Q3,0.179519231
26-08-2030,Headphones,Accessories,South,3,1785,93.17,2030,August,Q3,0.052196078
27-08-2030,Monitor,Accessories,North,8,7728,1748.26,2030,August,Q3,0.22622412
28-08-2030,Smartphone,Electronics,West,6,4188,1231.16,2030,August,Q3,0.293973257
29-08-2030,Smartwatch,Electronics,South,8,3520,359.84,2030,August,Q3,0.102227273
30-08-2030,Camera,Electronics,East,3,2280,365.17,2030,August,Q3,0.160162281
31-08-2030,Printer,Office,North,9,2484,655.54,2030,August,Q3,0.263904992
1/9/2030,Tablet,Electronics,West,3,1248,348.19,2030,September,Q3,0.278998397
2/9/2030,Smartwatch,Electronics,West,2,850,59.92,2030,September,Q3,0.070494118
3/9/2030,Printer,Office,East,4,1412,150.13,2030,September,Q3,0.106324363
4/9/2030,Headphones,Accessories,North,1,465,26.5,2030,September,Q3,0.056989247
5/9/2030,Printer,Office,West,1,293,29.58,2030,September,Q3,0.100955631
6/9/2030,Tablet,Electronics,North,9,9234,2523.67,2030,September,Q3,0.273301928
7/9/2030,Tablet,Electronics,North,2,1298,239.45,2030,September,Q3,0.184476117
8/9/2030,Printer,Office,East,9,9477,2443.62,2030,September,Q3,0.25784742
9/9/2030,Printer,Office,South,7,6713,457.99,2030,September,Q3,0.068224341
10/9/2030,Laptop,Electronics,South,5,5700,999.26,2030,September,Q3,0.175308772
11/9/2030,Camera,Electronics,West,6,4146,700.46,2030,September,Q3,0.168948384
12/9/2030,Tablet,Electronics,North,8,6968,704.55,2030,September,Q3,0.101112227
13-09-2030,Camera,Electronics,East,2,1054,243.5,2030,September,Q3,0.231024668
14-09-2030,Keyboard,Accessories,West,3,1983,453.09,2030,September,Q3,0.228487141
15-09-2030,Keyboard,Accessories,South,5,875,70.72,2030,September,Q3,0.080822857
16-09-2030,Printer,Office,North,2,268,63.01,2030,September,Q3,0.23511194
17-09-2030,Headphones,Accessories,West,6,5370,1045.1,2030,September,Q3,0.19461825
18-09-2030,Monitor,Accessories,West,8,3624,1071.43,2030,September,Q3,0.295648455
19-09-2030,Smartwatch,Electronics,West,4,1932,301.16,2030,September,Q3,0.155879917
20-09-2030,Smartphone,Electronics,North,7,6020,384.74,2030,September,Q3,0.063910299
21-09-2030,Headphones,Accessories,East,5,1775,234.67,2030,September,Q3,0.132208451
22-09-2030,Smartwatch,Electronics,West,3,1488,382.09,2030,September,Q3,0.256780914
23-09-2030,Keyboard,Accessories,East,6,6720,1113.56,2030,September,Q3,0.165708333
24-09-2030,Mouse,Accessories,East,7,5047,1356.23,2030,September,Q3,0.268720032
25-09-2030,Tablet,Electronics,East,5,3735,957.13,2030,September,Q3,0.256259705
26-09-2030,Keyboard,Accessories,East,5,1250,120.74,2030,September,Q3,0.096592
27-09-2030,Tablet,Electronics,North,7,2751,548.05,2030,September,Q3,0.199218466
28-09-2030,Laptop,Electronics,East,9,468,58.98,2030,September,Q3,0.126025641
29-09-2030,Printer,Office,North,4,632,114.82,2030,September,Q3,0.181677215
30-09-2030,Keyboard,Accessories,South,7,798,219.2,2030,September,Q3,0.274686717
1/10/2030,Smartwatch,Electronics,South,5,1295,104.26,2030,October,Q4,0.080509653
2/10/2030,Camera,Electronics,West,4,3360,540.38,2030,October,Q4,0.160827381
3/10/2030,Camera,Electronics,North,5,995,206.95,2030,October,Q4,0.20798995
4/10/2030,Smartwatch,Electronics,East,5,550,28.72,2030,October,Q4,0.052218182
5/10/2030,Monitor,Accessories,West,8,5384,724.8,2030,October,Q4,0.1346211
6/10/2030,Printer,Office,East,3,3534,489.06,2030,October,Q4,0.138387097
7/10/2030,Smartphone,Electronics,West,9,6813,890.05,2030,October,Q4,0.130639953
8/10/2030,Smartwatch,Electronics,East,6,5508,1632.37,2030,October,Q4,0.296363471
9/10/2030,Headphones,Accessories,East,1,966,202.53,2030,October,Q4,0.209658385
10/10/2030,Mouse,Accessories,South,4,460,92.24,2030,October,Q4,0.200521739
11/10/2030,Smartphone,Electronics,North,6,7026,459.4,2030,October,Q4,0.06538571
12/10/2030,Smartphone,Electronics,South,5,910,116.47,2030,October,Q4,0.127989011
13-10-2030,Monitor,Accessories,West,9,5796,1729.18,2030,October,Q4,0.298340235
14-10-2030,Monitor,Accessories,North,3,1050,292.64,2030,October,Q4,0.278704762
15-10-2030,Mouse,Accessories,West,1,1043,151.13,2030,October,Q4,0.144899329
16-10-2030,Printer,Office,South,3,3330,503.85,2030,October,Q4,0.151306306
17-10-2030,Mouse,Accessories,East,8,1896,448.53,2030,October,Q4,0.236566456
18-10-2030,Camera,Electronics,West,5,5170,1248.66,2030,October,Q4,0.241520309
19-10-2030,Printer,Office,North,2,466,25.04,2030,October,Q4,0.053733906
20-10-2030,Mouse,Accessories,North,8,6032,1636.61,2030,October,Q4,0.271321286
21-10-2030,Camera,Electronics,South,1,1084,103.06,2030,October,Q4,0.095073801
22-10-2030,Keyboard,Accessories,North,2,490,45.34,2030,October,Q4,0.092530612
23-10-2030,Monitor,Accessories,North,6,558,57.01,2030,October,Q4,0.102168459
24-10-2030,Monitor,Accessories,East,4,4024,787.06,2030,October,Q4,0.195591451
25-10-2030,Mouse,Accessories,East,4,1560,461.15,2030,October,Q4,0.295608974
26-10-2030,Laptop,Electronics,North,1,126,26.62,2030,October,Q4,0.211269841
27-10-2030,Mouse,Accessories,South,7,4921,827.87,2030,October,Q4,0.168232067
28-10-2030,Headphones,Accessories,West,5,2665,532.76,2030,October,Q4,0.199909944
29-10-2030,Headphones,Accessories,South,4,200,58.42,2030,October,Q4,0.2921
30-10-2030,Smartwatch,Electronics,East,2,186,32.48,2030,October,Q4,0.174623656
31-10-2030,Monitor,Accessories,South,8,5456,898.06,2030,October,Q4,0.16460044
1/11/2030,Smartwatch,Electronics,West,9,3321,540.67,2030,November,Q4,0.162803372
2/11/2030,Headphones,Accessories,North,7,3766,914.49,2030,November,Q4,0.242827934
3/11/2030,Keyboard,Accessories,West,6,3150,498.63,2030,November,Q4,0.158295238
4/11/2030,Laptop,Electronics,East,2,646,110.13,2030,November,Q4,0.170479876
5/11/2030,Smartphone,Electronics,South,5,2665,369.73,2030,November,Q4,0.13873546
6/11/2030,Smartwatch,Electronics,North,9,1467,384.22,2030,November,Q4,0.261908657
7/11/2030,Tablet,Electronics,North,7,4620,990.79,2030,November,Q4,0.21445671
8/11/2030,Tablet,Electronics,West,8,1184,148.69,2030,November,Q4,0.12558277
9/11/2030,Camera,Electronics,East,1,113,20.07,2030,November,Q4,0.177610619
10/11/2030,Printer,Office,East,8,3336,492.76,2030,November,Q4,0.147709832
11/11/2030,Smartphone,Electronics,South,4,4224,477.33,2030,November,Q4,0.113004261
12/11/2030,Headphones,Accessories,North,3,1098,144.24,2030,November,Q4,0.13136612
13-11-2030,Camera,Electronics,South,8,4400,351.82,2030,November,Q4,0.079959091
14-11-2030,Printer,Office,North,8,5616,723.42,2030,November,Q4,0.128814103
15-11-2030,Printer,Office,North,7,4676,520.38,2030,November,Q4,0.111287425
16-11-2030,Smartwatch,Electronics,North,2,2370,641.23,2030,November,Q4,0.270561181
17-11-2030,Mouse,Accessories,West,7,4487,688.76,2030,November,Q4,0.153501226
18-11-2030,Camera,Electronics,North,6,6384,1754.15,2030,November,Q4,0.27477287
19-11-2030,Keyboard,Accessories,South,8,2960,878.11,2030,November,Q4,0.296658784
20-11-2030,Smartwatch,Electronics,East,1,897,250.78,2030,November,Q4,0.279576366
21-11-2030,Smartphone,Electronics,East,2,1178,120.51,2030,November,Q4,0.102300509
22-11-2030,Smartwatch,Electronics,East,2,1026,64.51,2030,November,Q4,0.062875244
23-11-2030,Printer,Office,South,1,1148,89.04,2030,November,Q4,0.077560976
24-11-2030,Printer,Office,West,7,3185,765.41,2030,November,Q4,0.240317111
25-11-2030,Smartphone,Electronics,East,7,5180,463.35,2030,November,Q4,0.089449807
26-11-2030,Headphones,Accessories,South,5,2025,295.13,2030,November,Q4,0.14574321
27-11-2030,Tablet,Electronics,North,9,1359,187.72,2030,November,Q4,0.138130979
28-11-2030,Camera,Electronics,South,4,1836,462.52,2030,November,Q4,0.251917211
29-11-2030,Tablet,Electronics,West,2,702,112.04,2030,November,Q4,0.15960114
30-11-2030,Smartphone,Electronics,West,8,6576,1337.38,2030,November,Q4,0.203372871
1/12/2030,Smartwatch,Electronics,West,2,1428,398.24,2030,December,Q4,0.278879552
2/12/2030,Camera,Electronics,North,7,6853,1259.03,2030,December,Q4,0.183719539
3/12/2030,Camera,Electronics,West,2,1492,276.56,2030,December,Q4,0.18536193
4/12/2030,Printer,Office,North,6,1938,146.73,2030,December,Q4,0.075712074
5/12/2030,Camera,Electronics,South,5,905,70.91,2030,December,Q4,0.078353591
6/12/2030,Printer,Office,North,3,2571,510.01,2030,December,Q4,0.198370284
7/12/2030,Tablet,Electronics,West,4,1500,127.81,2030,December,Q4,0.085206667
8/12/2030,Smartwatch,Electronics,South,9,8712,1034.27,2030,December,Q4,0.11871786
9/12/2030,Monitor,Accessories,East,4,1308,368.28,2030,December,Q4,0.281559633
10/12/2030,Smartphone,Electronics,South,4,2648,707.32,2030,December,Q4,0.267114804
11/12/2030,Camera,Electronics,South,9,9810,1666.96,2030,December,Q4,0.169924567
12/12/2030,Headphones,Accessories,North,3,3291,274.1,2030,December,Q4,0.083287754
13-12-2030,Smartwatch,Electronics,North,1,758,96.44,2030,December,Q4,0.127229551
14-12-2030,Keyboard,Accessories,East,7,2436,715.14,2030,December,Q4,0.293571429
15-12-2030,Smartwatch,Electronics,North,7,560,163.16,2030,December,Q4,0.291357143
16-12-2030,Smartphone,Electronics,West,8,4240,519.72,2030,December,Q4,0.122575472
17-12-2030,Monitor,Accessories,East,8,5416,403.52,2030,December,Q4,0.07450517
18-12-2030,Smartphone,Electronics,East,8,1728,477.7,2030,December,Q4,0.276446759
19-12-2030,Keyboard,Accessories,West,9,6309,801.15,2030,December,Q4,0.126985259
20-12-2030,Keyboard,Accessories,North,8,3400,758.57,2030,December,Q4,0.223108824
21-12-2030,Laptop,Electronics,East,1,403,72.45,2030,December,Q4,0.179776675
22-12-2030,Keyboard,Accessories,South,4,2108,375.62,2030,December,Q4,0.178187856
23-12-2030,Headphones,Accessories,West,2,1090,296.12,2030,December,Q4,0.271669725
24-12-2030,Keyboard,Accessories,North,7,1274,317.92,2030,December,Q4,0.249544741
25-12-2030,Mouse,Accessories,South,3,1056,70.54,2030,December,Q4,0.066799242
26-12-2030,Mouse,Accessories,North,9,5247,921.09,2030,December,Q4,0.175546026
27-12-2030,Mouse,Accessories,West,7,6006,1595.22,2030,December,Q4,0.265604396
28-12-2030,Monitor,Accessories,West,5,5415,1261.65,2030,December,Q4,0.23299169
29-12-2030,Smartphone,Electronics,West,1,632,81.54,2030,December,Q4,0.129018987
30-12-2030,Printer,Office,West,8,6160,947.96,2030,December,Q4,0.15388961
31-12-2030,Printer,Office,South,1,857,172.91,2030,December,Q4,0.20176196
1/1/2031,Tablet,Electronics,East,1,169,22.99,2031,January,Q1,0.136035503
2/1/2031,Tablet,Electronics,West,7,1463,175.13,2031,January,Q1,0.119706083
3/1/2031,Camera,Electronics,East,8,7528,1283.07,2031,January,Q1,0.170439692
4/1/2031,Smartwatch,Electronics,West,2,1158,227.61,2031,January,Q1,0.196554404
5/1/2031,Monitor,Accessories,West,4,200,20.25,2031,January,Q1,0.10125
6/1/2031,Smartphone,Electronics,West,2,1514,180.67,2031,January,Q1,0.119332893
7/1/2031,Smartwatch,Electronics,South,7,2632,738.93,2031,January,Q1,0.28074848
8/1/2031,Keyboard,Accessories,North,1,358,77.84,2031,January,Q1,0.217430168
9/1/2031,Camera,Electronics,East,8,2360,653.3,2031,January,Q1,0.276822034
10/1/2031,Keyboard,Accessories,South,5,5275,594.29,2031,January,Q1,0.112661611
11/1/2031,Monitor,Accessories,East,9,1719,251.85,2031,January,Q1,0.146509599
12/1/2031,Smartphone,Electronics,West,6,1956,434.03,2031,January,Q1,0.221896728
13-01-2031,Keyboard,Accessories,West,3,1875,152.07,2031,January,Q1,0.081104
14-01-2031,Monitor,Accessories,South,4,984,157.72,2031,January,Q1,0.160284553
15-01-2031,Camera,Electronics,South,4,3616,789.63,2031,January,Q1,0.218371128
16-01-2031,Tablet,Electronics,West,5,4560,1180.8,2031,January,Q1,0.258947368
17-01-2031,Smartphone,Electronics,West,8,7496,2019.32,2031,January,Q1,0.269386339
18-01-2031,Camera,Electronics,North,5,5070,889.97,2031,January,Q1,0.175536489
19-01-2031,Smartwatch,Electronics,North,5,4505,1351.28,2031,January,Q1,0.299951165
20-01-2031,Tablet,Electronics,South,2,1916,503.83,2031,January,Q1,0.26295929
21-01-2031,Camera,Electronics,West,7,8113,1103.57,2031,January,Q1,0.136024898
22-01-2031,Laptop,Electronics,North,9,1809,392.44,2031,January,Q1,0.216937535
23-01-2031,Laptop,Electronics,South,3,1227,229.75,2031,January,Q1,0.187245314
24-01-2031,Laptop,Electronics,South,6,2040,124.65,2031,January,Q1,0.061102941
25-01-2031,Tablet,Electronics,West,6,6324,629.2,2031,January,Q1,0.099493991
26-01-2031,Printer,Office,North,3,2724,521.24,2031,January,Q1,0.191350954
27-01-2031,Laptop,Electronics,South,1,1188,110.32,2031,January,Q1,0.092861953
28-01-2031,Keyboard,Accessories,East,8,8776,1561.07,2031,January,Q1,0.177879444
29-01-2031,Laptop,Electronics,South,9,5553,1432.76,2031,January,Q1,0.258015487
30-01-2031,Smartphone,Electronics,South,2,970,262.19,2031,January,Q1,0.270298969
31-01-2031,Keyboard,Accessories,South,5,940,56.7,2031,January,Q1,0.060319149
1/2/2031,Printer,Office,East,1,1175,171.51,2031,February,Q1,0.145965957
2/2/2031,Laptop,Electronics,East,9,4860,1425.54,2031,February,Q1,0.293320988
3/2/2031,Headphones,Accessories,North,1,987,207.69,2031,February,Q1,0.210425532
4/2/2031,Camera,Electronics,East,7,2968,485.13,2031,February,Q1,0.163453504
5/2/2031,Mouse,Accessories,East,3,2172,364.77,2031,February,Q1,0.167941989
6/2/2031,Headphones,Accessories,South,7,3941,628.96,2031,February,Q1,0.159594012
7/2/2031,Headphones,Accessories,North,7,2261,566.36,2031,February,Q1,0.250490933
8/2/2031,Smartwatch,Electronics,West,9,8802,2519.93,2031,February,Q1,0.286290616
9/2/2031,Printer,Office,South,5,3025,172.43,2031,February,Q1,0.057001653
10/2/2031,Printer,Office,North,4,4428,600.55,2031,February,Q1,0.135625565
11/2/2031,Mouse,Accessories,West,9,7344,1417.84,2031,February,Q1,0.193061002
12/2/2031,Keyboard,Accessories,East,4,2236,167.78,2031,February,Q1,0.075035778
13-02-2031,Smartphone,Electronics,South,8,536,57.08,2031,February,Q1,0.106492537
14-02-2031,Monitor,Accessories,North,5,1980,249.22,2031,February,Q1,0.125868687
15-02-2031,Printer,Office,East,6,2100,202.86,2031,February,Q1,0.0966
16-02-2031,Smartwatch,Electronics,West,3,1497,122.76,2031,February,Q1,0.082004008
17-02-2031,Laptop,Electronics,North,6,4200,1013.7,2031,February,Q1,0.241357143
18-02-2031,Headphones,Accessories,South,2,1242,191.82,2031,February,Q1,0.154444444
19-02-2031,Smartwatch,Electronics,South,5,1570,312.81,2031,February,Q1,0.199242038
20-02-2031,Monitor,Accessories,East,4,428,86.62,2031,February,Q1,0.202383178
21-02-2031,Printer,Office,South,1,914,270.74,2031,February,Q1,0.296214442
22-02-2031,Tablet,Electronics,North,3,465,98.93,2031,February,Q1,0.212752688
23-02-2031,Smartwatch,Electronics,North,2,1062,83.49,2031,February,Q1,0.078615819
24-02-2031,Camera,Electronics,South,8,8720,1984.11,2031,February,Q1,0.22753555
25-02-2031,Mouse,Accessories,South,6,1308,343.61,2031,February,Q1,0.262698777
26-02-2031,Headphones,Accessories,South,9,8514,1291.97,2031,February,Q1,0.151746535
27-02-2031,Tablet,Electronics,North,2,1212,151.07,2031,February,Q1,0.124645215
28-02-2031,Headphones,Accessories,West,4,2576,503.57,2031,February,Q1,0.195485248
1/3/2031,Keyboard,Accessories,East,8,4800,606.19,2031,March,Q1,0.126289583
2/3/2031,Smartwatch,Electronics,East,5,1440,274.54,2031,March,Q1,0.190652778
3/3/2031,Smartwatch,Electronics,North,9,10251,737.45,2031,March,Q1,0.071939323
4/3/2031,Smartphone,Electronics,North,7,3038,570.98,2031,March,Q1,0.187946017
5/3/2031,Monitor,Accessories,West,9,6993,1945.56,2031,March,Q1,0.278215358
6/3/2031,Monitor,Accessories,East,4,1632,247.88,2031,March,Q1,0.151887255
7/3/2031,Keyboard,Accessories,East,9,5706,1704.8,2031,March,Q1,0.298773221
8/3/2031,Camera,Electronics,North,9,9657,1187.22,2031,March,Q1,0.122938801
9/3/2031,Smartwatch,Electronics,East,5,4405,450.83,2031,March,Q1,0.102345062
10/3/2031,Keyboard,Accessories,East,4,1720,360.78,2031,March,Q1,0.209755814
11/3/2031,Camera,Electronics,South,7,4557,234.62,2031,March,Q1,0.051485627
12/3/2031,Headphones,Accessories,West,7,2380,431.43,2031,March,Q1,0.181273109
13-03-2031,Headphones,Accessories,North,8,456,74.99,2031,March,Q1,0.164451754
14-03-2031,Camera,Electronics,East,6,6534,355.03,2031,March,Q1,0.054335782
15-03-2031,Smartphone,Electronics,North,6,3456,307.46,2031,March,Q1,0.08896412
16-03-2031,Keyboard,Accessories,West,9,8163,2352.46,2031,March,Q1,0.288185716
17-03-2031,Headphones,Accessories,North,6,4656,601.71,2031,March,Q1,0.129233247
18-03-2031,Smartphone,Electronics,West,2,966,241.54,2031,March,Q1,0.250041408
19-03-2031,Mouse,Accessories,East,4,2580,669.67,2031,March,Q1,0.259562016
20-03-2031,Camera,Electronics,South,9,8127,1906.5,2031,March,Q1,0.234588409
21-03-2031,Smartwatch,Electronics,South,4,2128,614.05,2031,March,Q1,0.288557331
22-03-2031,Smartphone,Electronics,South,9,6417,1100.52,2031,March,Q1,0.171500701
23-03-2031,Keyboard,Accessories,East,7,3997,494.78,2031,March,Q1,0.123787841
24-03-2031,Laptop,Electronics,West,1,879,149.52,2031,March,Q1,0.170102389
25-03-2031,Laptop,Electronics,North,3,2415,538.39,2031,March,Q1,0.222935818
26-03-2031,Camera,Electronics,West,4,1064,314.84,2031,March,Q1,0.295902256
27-03-2031,Mouse,Accessories,South,4,1156,326.92,2031,March,Q1,0.282802768
28-03-2031,Smartphone,Electronics,North,1,1184,218.27,2031,March,Q1,0.184349662
29-03-2031,Keyboard,Accessories,South,3,1950,211.16,2031,March,Q1,0.108287179
30-03-2031,Laptop,Electronics,South,4,1088,295.09,2031,March,Q1,0.271222426
31-03-2031,Printer,Office,South,6,4380,522.3,2031,March,Q1,0.119246575
1/4/2031,Camera,Electronics,South,1,998,196.17,2031,April,Q2,0.196563126
2/4/2031,Smartphone,Electronics,East,6,5766,675.17,2031,April,Q2,0.11709504
3/4/2031,Tablet,Electronics,West,6,3120,274.65,2031,April,Q2,0.088028846
4/4/2031,Printer,Office,East,7,637,68.11,2031,April,Q2,0.106923077
5/4/2031,Laptop,Electronics,West,6,3306,697.74,2031,April,Q2,0.211052632
6/4/2031,Monitor,Accessories,South,6,7020,726.72,2031,April,Q2,0.103521368
7/4/2031,Camera,Electronics,South,7,5971,502.14,2031,April,Q2,0.084096466
8/4/2031,Laptop,Electronics,North,2,750,77.68,2031,April,Q2,0.103573333
9/4/2031,Tablet,Electronics,North,3,2379,523,2031,April,Q2,0.219840269
10/4/2031,Camera,Electronics,North,1,699,108.94,2031,April,Q2,0.155851216
11/4/2031,Camera,Electronics,West,9,6876,1895.24,2031,April,Q2,0.275631181
12/4/2031,Monitor,Accessories,North,8,1800,494.02,2031,April,Q2,0.274455556
13-04-2031,Tablet,Electronics,South,5,1255,236.25,2031,April,Q2,0.188247012
14-04-2031,Smartwatch,Electronics,East,9,1998,343.58,2031,April,Q2,0.171961962
15-04-2031,Headphones,Accessories,East,1,307,80.19,2031,April,Q2,0.261205212
16-04-2031,Printer,Office,West,1,235,54.87,2031,April,Q2,0.233489362
17-04-2031,Monitor,Accessories,South,6,1506,407.73,2031,April,Q2,0.270737052
18-04-2031,Tablet,Electronics,North,8,2464,216.51,2031,April,Q2,0.087869318
19-04-2031,Smartwatch,Electronics,South,2,322,42.03,2031,April,Q2,0.13052795
20-04-2031,Printer,Office,West,4,1100,100.02,2031,April,Q2,0.090927273
21-04-2031,Keyboard,Accessories,South,4,2188,265.54,2031,April,Q2,0.121361974
22-04-2031,Printer,Office,West,9,2934,473.34,2031,April,Q2,0.161329243
23-04-2031,Headphones,Accessories,South,8,9224,514.06,2031,April,Q2,0.055730703
24-04-2031,Monitor,Accessories,East,4,2436,142.81,2031,April,Q2,0.058624795
25-04-2031,Smartwatch,Electronics,West,4,972,97.55,2031,April,Q2,0.100360082
26-04-2031,Laptop,Electronics,South,6,5484,540.4,2031,April,Q2,0.098541211
27-04-2031,Camera,Electronics,West,8,3152,337.36,2031,April,Q2,0.107030457
28-04-2031,Keyboard,Accessories,East,8,6032,870.17,2031,April,Q2,0.144258952
29-04-2031,Camera,Electronics,West,7,6384,1324.49,2031,April,Q2,0.207470238
30-04-2031,Printer,Office,East,5,3705,707.08,2031,April,Q2,0.190844804
1/5/2031,Smartwatch,Electronics,South,6,5580,394.03,2031,May,Q2,0.070614695
2/5/2031,Camera,Electronics,East,2,1236,120.74,2031,May,Q2,0.097686084
3/5/2031,Camera,Electronics,North,8,7040,1969.93,2031,May,Q2,0.279819602
4/5/2031,Camera,Electronics,East,9,909,138.04,2031,May,Q2,0.151859186
5/5/2031,Mouse,Accessories,South,1,106,7.24,2031,May,Q2,0.068301887
6/5/2031,Smartwatch,Electronics,South,1,281,67.85,2031,May,Q2,0.241459075
7/5/2031,Camera,Electronics,East,6,6768,1851.01,2031,May,Q2,0.273494385
8/5/2031,Laptop,Electronics,West,6,4302,276.35,2031,May,Q2,0.064237564
9/5/2031,Smartphone,Electronics,North,9,7146,2125.44,2031,May,Q2,0.29743073
10/5/2031,Smartphone,Electronics,South,3,582,48.08,2031,May,Q2,0.082611684
11/5/2031,Headphones,Accessories,North,6,576,162.75,2031,May,Q2,0.282552083
12/5/2031,Keyboard,Accessories,South,5,4265,796.12,2031,May,Q2,0.18666354
13-05-2031,Smartwatch,Electronics,East,8,5368,333.53,2031,May,Q2,0.06213301
14-05-2031,Headphones,Accessories,South,1,314,66.23,2031,May,Q2,0.210923567
15-05-2031,Tablet,Electronics,West,6,2676,646.7,2031,May,Q2,0.241666667
16-05-2031,Laptop,Electronics,North,4,3384,947.52,2031,May,Q2,0.28
17-05-2031,Mouse,Accessories,West,6,3186,794.94,2031,May,Q2,0.249510358
18-05-2031,Smartwatch,Electronics,South,4,1832,528.69,2031,May,Q2,0.288586245
19-05-2031,Printer,Office,South,8,4784,769.91,2031,May,Q2,0.160934365
20-05-2031,Tablet,Electronics,West,1,381,63.18,2031,May,Q2,0.165826772
21-05-2031,Smartphone,Electronics,South,9,4527,677.34,2031,May,Q2,0.149622266
22-05-2031,Printer,Office,South,4,1612,240.42,2031,May,Q2,0.149143921
23-05-2031,Printer,Office,East,2,1918,435.56,2031,May,Q2,0.227090719
24-05-2031,Camera,Electronics,East,1,179,42.37,2031,May,Q2,0.236703911
25-05-2031,Smartwatch,Electronics,West,3,3153,224.29,2031,May,Q2,0.071135427
26-05-2031,Tablet,Electronics,East,8,3864,855.75,2031,May,Q2,0.221467391
27-05-2031,Printer,Office,South,5,2440,570.78,2031,May,Q2,0.23392623
28-05-2031,Camera,Electronics,South,6,3660,675.38,2031,May,Q2,0.184530055
29-05-2031,Smartwatch,Electronics,East,3,318,49.93,2031,May,Q2,0.157012579
30-05-2031,Mouse,Accessories,South,3,483,63.27,2031,May,Q2,0.130993789
31-05-2031,Headphones,Accessories,North,6,6774,960.41,2031,May,Q2,0.14177886
1/6/2031,Monitor,Accessories,West,5,5310,806.12,2031,June,Q2,0.151811676
2/6/2031,Keyboard,Accessories,West,6,5154,779.43,2031,June,Q2,0.151228172
3/6/2031,Keyboard,Accessories,East,9,6741,823.17,2031,June,Q2,0.12211393
4/6/2031,Camera,Electronics,North,2,520,61.33,2031,June,Q2,0.117942308
5/6/2031,Tablet,Electronics,East,7,1120,111.79,2031,June,Q2,0.0998125
6/6/2031,Keyboard,Accessories,East,1,911,155.3,2031,June,Q2,0.170472009
7/6/2031,Monitor,Accessories,South,8,1064,190.73,2031,June,Q2,0.179257519
8/6/2031,Laptop,Electronics,North,7,1981,404.3,2031,June,Q2,0.204088844
9/6/2031,Camera,Electronics,South,5,4280,540.47,2031,June,Q2,0.126278037
10/6/2031,Smartwatch,Electronics,South,5,5125,268.39,2031,June,Q2,0.05236878
11/6/2031,Monitor,Accessories,West,7,1575,313.96,2031,June,Q2,0.199339683
12/6/2031,Tablet,Electronics,East,9,9972,1868.64,2031,June,Q2,0.187388688
13-06-2031,Smartphone,Electronics,East,8,4576,900.04,2031,June,Q2,0.196687063
14-06-2031,Monitor,Accessories,South,7,6559,1141.32,2031,June,Q2,0.174008233
15-06-2031,Tablet,Electronics,South,1,619,35.36,2031,June,Q2,0.057124394
16-06-2031,Headphones,Accessories,West,8,2488,151.95,2031,June,Q2,0.061073151
17-06-2031,Mouse,Accessories,West,4,2536,148.85,2031,June,Q2,0.058694795
18-06-2031,Tablet,Electronics,West,8,5416,297.5,2031,June,Q2,0.054929838
19-06-2031,Smartwatch,Electronics,East,2,2334,158.07,2031,June,Q2,0.067724936
20-06-2031,Camera,Electronics,East,9,1080,183.42,2031,June,Q2,0.169833333
21-06-2031,Tablet,Electronics,South,4,1324,127.07,2031,June,Q2,0.09597432
22-06-2031,Camera,Electronics,West,2,2304,444.08,2031,June,Q2,0.192743056
23-06-2031,Smartphone,Electronics,East,4,4736,1026.24,2031,June,Q2,0.216689189
24-06-2031,Mouse,Accessories,West,9,2925,457.49,2031,June,Q2,0.156406838
25-06-2031,Laptop,Electronics,East,9,6345,1627.26,2031,June,Q2,0.256463357
26-06-2031,Headphones,Accessories,East,9,4221,912.84,2031,June,Q2,0.216261549
27-06-2031,Headphones,Accessories,South,7,462,56.89,2031,June,Q2,0.123138528
28-06-2031,Monitor,Accessories,North,7,7588,1625.55,2031,June,Q2,0.21422641
29-06-2031,Keyboard,Accessories,North,6,5232,1270.64,2031,June,Q2,0.242859327
30-06-2031,Camera,Electronics,East,8,1440,402.06,2031,June,Q2,0.279208333
1/7/2031,Monitor,Accessories,North,2,1026,226.4,2031,July,Q3,0.220662768
2/7/2031,Camera,Electronics,North,7,7455,1008.42,2031,July,Q3,0.135267606
